cell_id,cx,cy,cz,volume,sigma_t,sigma_s,q
247,0.860297679901123,0.8150132596492767,0.17311014980077746,5.1595978346162374e-05,1.0,0.5,0.0
248,0.1891015321016312,0.3355875015258789,0.8229984939098358,0.00020638362472461628,1.0,0.5,0.0
249,0.7857203185558319,0.7830515503883362,0.1624562442302704,0.00010319181236225769,1.0,0.5,0.0
250,0.6982607140672824,0.030627340078353875,0.2926336963909993,0.0001851223830843932,1.0,0.5,0.0
251,0.7004890888929367,0.6765124946832657,0.5459969490766525,0.00010319181236225767,1.0,0.5,0.0
252,0.7857203185558319,0.7617437243461609,0.1837640553712845,0.00010319181236225769,1.0,0.5,0.0
253,0.8378581463643747,0.585039453709743,0.9151914566755295,0.00013690690661060856,1.0,0.5,0.0
254,0.8709515929222107,0.16512499749660492,0.6951516270637512,0.00010319199277486675,1.0,0.5,0.0
255,0.25302498042583466,0.356895312666893,0.865614116191864,0.00010319192060980786,1.0,0.5,0.0
256,0.668527364730835,0.23970235139131546,0.8123445510864258,5.159597834616236e-05,1.0,0.5,0.0
257,0.42046526087961034,0.9447952806949615,0.6789732287550441,0.00020946989605462904,1.0,0.5,0.0
258,0.9730648547410965,0.1517972284407076,0.7991395121945852,0.0001525892406425128,1.0,0.5,0.0
259,0.9520459943201918,0.4855510066231253,0.5470452031901765,0.0001264520991767504,1.0,0.5,0.0
260,0.4501280661882347,0.9723976403474808,0.2648486890791008,0.00019399096172389153,1.0,0.5,0.0
261,0.9233953222065946,0.6972874127132782,0.08422681055740992,0.00017801533021282885,1.0,0.5,0.0
262,0.023629458560374128,0.9746937284235171,0.5000843141504419,0.00017717733201009687,1.0,0.5,0.0
263,0.860297679901123,0.38885702937841415,0.6631898880004883,5.159597834616236e-05,1.0,0.5,0.0
264,0.0516292693243383,0.8873530486855796,0.07333541663589221,0.00020149098652897385,1.0,0.5,0.0
265,0.7676564310088095,0.6979338189044926,0.08988046646118165,0.00014509413467011213,1.0,0.5,0.0
266,0.4767570123076439,0.41016484051942825,0.8549602031707764,5.1595942263645666e-05,1.0,0.5,0.0
267,0.7431047260761261,0.6125890612602234,0.1624562442302704,0.00010319181236225769,1.0,0.5,0.0
268,0.9730648547410965,0.7320215138990562,0.7870501160567147,0.0001521697941180936,1.0,0.5,0.0
269,0.39152576774358744,0.26101016253232956,0.8123445808887482,0.00020638362472461628,1.0,0.5,0.0
